,variables
630, kube_pod_container_status_waiting_20 
631, kube_pod_container_status_waiting_21 
632, kube_pod_container_status_waiting_22 
633, kube_pod_container_status_waiting_23 
634, kube_pod_container_status_waiting_24 
635, kube_pod_container_status_waiting_25 
636, kube_pod_container_status_waiting_26 
637, kube_pod_container_status_waiting_27 
638, kube_pod_container_status_waiting_28 
639, kube_pod_container_status_waiting_29 
640, kube_pod_container_status_waiting_30 
641, kube_pod_container_status_waiting_31 
642, kube_pod_container_status_waiting_32 
643, alertmanager_nflog_query_errors_total_0 
644, prometheus_tsdb_wal_truncate_duration_seconds_sum_0 
645, java_lang_garbagecollector_committed_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_compressed_class_space_0 
646, java_lang_garbagecollector_committed_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_compressed_class_space_1 
647, java_lang_garbagecollector_committed_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_compressed_class_space_2 
648, prometheus_sd_gce_refresh_failures_total_0 
649, alertmanager_cluster_reconnections_failed_total_0 
650, node_entropy_available_bits_0 
651, node_entropy_available_bits_1 
652, node_entropy_available_bits_2 
653, kafka_controller_controllerstats_leaderelectionrateandtimems_count_0 
654, kafka_controller_controllerstats_leaderelectionrateandtimems_count_1 
655, kafka_controller_controllerstats_leaderelectionrateandtimems_count_2 
656, kafka_server_brokertopicmetrics_total_failedfetchrequestspersec_count_0 
657, kafka_server_brokertopicmetrics_total_failedfetchrequestspersec_count_1 
658, kafka_server_brokertopicmetrics_total_failedfetchrequestspersec_count_2 
659, java_lang_memorypool_init_usage_g1_eden_space_0 
660, java_lang_memorypool_init_usage_g1_eden_space_1 
661, java_lang_memorypool_init_usage_g1_eden_space_2 
662, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_0_topic_consumer_offsets_partition_22_value_0 
663, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_0_topic_consumer_offsets_partition_22_value_1 
664, java_lang_garbagecollector_used_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_eden_space_0 
665, java_lang_garbagecollector_used_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_eden_space_1 
666, java_lang_garbagecollector_used_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_g1_eden_space_2 
667, kafka_server_delayedoperationpurgatory_purgatorysize_txn_marker_purgatory_value_0 
668, kafka_server_delayedoperationpurgatory_purgatorysize_txn_marker_purgatory_value_1 
669, kafka_server_delayedoperationpurgatory_purgatorysize_txn_marker_purgatory_value_2 
670, java_lang_garbagecollector_init_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_compressed_class_space_0 
671, java_lang_garbagecollector_init_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_compressed_class_space_1 
672, java_lang_garbagecollector_init_lastgcinfo_memoryusagebeforegc_g1_young_generation_key_compressed_class_space_2 
673, node_timex_pps_jitter_total_0 
674, node_timex_pps_jitter_total_1 
675, node_timex_pps_jitter_total_2 
676, node_timex_maxerror_seconds_0 
677, node_timex_maxerror_seconds_1 
678, node_timex_maxerror_seconds_2 
679, node_netstat_Udp6_InErrors_0 
680, node_netstat_Udp6_InErrors_1 
681, node_netstat_Udp6_InErrors_2 
682, apiserver_admission_controller_admission_duration_seconds_sum_0 
683, apiserver_admission_controller_admission_duration_seconds_sum_1 
684, apiserver_admission_controller_admission_duration_seconds_sum_2 
685, apiserver_admission_controller_admission_duration_seconds_sum_3 
686, apiserver_admission_controller_admission_duration_seconds_sum_4 
687, apiserver_admission_controller_admission_duration_seconds_sum_5 
688, apiserver_admission_controller_admission_duration_seconds_sum_6 
689, apiserver_admission_controller_admission_duration_seconds_sum_7 
690, apiserver_admission_controller_admission_duration_seconds_sum_8 
691, apiserver_admission_controller_admission_duration_seconds_sum_9 
692, apiserver_admission_controller_admission_duration_seconds_sum_10 
693, apiserver_admission_controller_admission_duration_seconds_sum_11 
694, apiserver_admission_controller_admission_duration_seconds_sum_12 
695, apiserver_admission_controller_admission_duration_seconds_sum_13 
696, apiserver_admission_controller_admission_duration_seconds_sum_14 
697, apiserver_admission_controller_admission_duration_seconds_sum_15 
698, apiserver_admission_controller_admission_duration_seconds_sum_16 
699, apiserver_admission_controller_admission_duration_seconds_sum_17 
700, apiserver_admission_controller_admission_duration_seconds_sum_18 
701, apiserver_admission_controller_admission_duration_seconds_sum_19 
702, apiserver_admission_controller_admission_duration_seconds_sum_20 
703, apiserver_admission_controller_admission_duration_seconds_sum_21 
704, apiserver_admission_controller_admission_duration_seconds_sum_22 
705, apiserver_admission_controller_admission_duration_seconds_sum_23 
706, apiserver_admission_controller_admission_duration_seconds_sum_24 
707, apiserver_admission_controller_admission_duration_seconds_sum_25 
708, apiserver_admission_controller_admission_duration_seconds_sum_26 
709, apiserver_admission_controller_admission_duration_seconds_sum_27 
710, apiserver_admission_controller_admission_duration_seconds_sum_28 
711, apiserver_admission_controller_admission_duration_seconds_sum_29 
712, apiserver_admission_controller_admission_duration_seconds_sum_30 
713, apiserver_admission_controller_admission_duration_seconds_sum_31 
714, apiserver_admission_controller_admission_duration_seconds_sum_32 
715, apiserver_admission_controller_admission_duration_seconds_sum_33 
716, apiserver_admission_controller_admission_duration_seconds_sum_34 
717, apiserver_admission_controller_admission_duration_seconds_sum_35 
718, go_gc_duration_seconds_0 
719, go_gc_duration_seconds_1 
720, go_gc_duration_seconds_2 
721, go_gc_duration_seconds_3 
722, go_gc_duration_seconds_4 
723, go_gc_duration_seconds_5 
724, go_gc_duration_seconds_6 
725, go_gc_duration_seconds_7 
726, go_gc_duration_seconds_8 
727, go_gc_duration_seconds_9 
728, go_gc_duration_seconds_10 
729, go_gc_duration_seconds_11 
730, go_gc_duration_seconds_12 
731, go_gc_duration_seconds_13 
732, go_gc_duration_seconds_14 
733, go_gc_duration_seconds_15 
734, go_gc_duration_seconds_16 
735, go_gc_duration_seconds_17 
736, go_gc_duration_seconds_18 
737, go_gc_duration_seconds_19 
738, go_gc_duration_seconds_20 
739, go_gc_duration_seconds_21 
740, go_gc_duration_seconds_22 
741, go_gc_duration_seconds_23 
742, go_gc_duration_seconds_24 
743, go_gc_duration_seconds_25 
744, go_gc_duration_seconds_26 
745, go_gc_duration_seconds_27 
746, go_gc_duration_seconds_28 
747, go_gc_duration_seconds_29 
748, go_gc_duration_seconds_30 
749, go_gc_duration_seconds_31 
750, go_gc_duration_seconds_32 
751, go_gc_duration_seconds_33 
752, go_gc_duration_seconds_34 
753, go_gc_duration_seconds_35 
754, go_gc_duration_seconds_36 
755, go_gc_duration_seconds_37 
756, go_gc_duration_seconds_38 
757, go_gc_duration_seconds_39 
758, go_gc_duration_seconds_40 
759, go_gc_duration_seconds_41 
760, go_gc_duration_seconds_42 
761, go_gc_duration_seconds_43 
762, go_gc_duration_seconds_44 
763, go_gc_duration_seconds_45 
764, go_gc_duration_seconds_46 
765, go_gc_duration_seconds_47 
766, go_gc_duration_seconds_48 
767, go_gc_duration_seconds_49 
768, prometheus_http_response_size_bytes_bucket_0 
769, prometheus_http_response_size_bytes_bucket_1 
770, prometheus_http_response_size_bytes_bucket_2 
771, prometheus_http_response_size_bytes_bucket_3 
772, prometheus_http_response_size_bytes_bucket_4 
773, prometheus_http_response_size_bytes_bucket_5 
774, prometheus_http_response_size_bytes_bucket_6 
775, prometheus_http_response_size_bytes_bucket_7 
776, prometheus_http_response_size_bytes_bucket_8 
777, prometheus_http_response_size_bytes_bucket_9 
778, prometheus_http_response_size_bytes_bucket_10 
779, prometheus_http_response_size_bytes_bucket_11 
780, prometheus_http_response_size_bytes_bucket_12 
781, prometheus_http_response_size_bytes_bucket_13 
782, prometheus_http_response_size_bytes_bucket_14 
783, prometheus_http_response_size_bytes_bucket_15 
784, prometheus_http_response_size_bytes_bucket_16 
785, prometheus_http_response_size_bytes_bucket_17 
786, kafka_server_delayedoperationpurgatory_numdelayedoperations_rebalance_value_0 
787, kafka_server_delayedoperationpurgatory_numdelayedoperations_rebalance_value_1 
788, kafka_server_delayedoperationpurgatory_numdelayedoperations_rebalance_value_2 
789, kafka_server_replicamanager_total_isrexpandspersec_oneminuterate_0 
790, kafka_server_replicamanager_total_isrexpandspersec_oneminuterate_1 
791, kafka_server_replicamanager_total_isrexpandspersec_oneminuterate_2 
792, kafka_server_brokertopicmetrics_fetchmessageconversionspersec_oneminuterate_0 
793, kafka_server_brokertopicmetrics_fetchmessageconversionspersec_oneminuterate_1 
794, kafka_server_brokertopicmetrics_fetchmessageconversionspersec_oneminuterate_2 
795, kafka_server_brokertopicmetrics_fetchmessageconversionspersec_oneminuterate_3 
796, java_lang_memorypool_max_collectionusage_g1_eden_space_0 
797, java_lang_memorypool_max_collectionusage_g1_eden_space_1 
798, java_lang_memorypool_max_collectionusage_g1_eden_space_2 
799, kafka_server_replicamanager_total_isrshrinkspersec_oneminuterate_0 
800, kafka_server_replicamanager_total_isrshrinkspersec_oneminuterate_1 
801, kafka_server_replicamanager_total_isrshrinkspersec_oneminuterate_2 
802, scrape_samples_scraped_0 
803, scrape_samples_scraped_1 
804, scrape_samples_scraped_2 
805, scrape_samples_scraped_3 
806, scrape_samples_scraped_4 
807, scrape_samples_scraped_5 
808, scrape_samples_scraped_6 
809, scrape_samples_scraped_7 
810, scrape_samples_scraped_8 
811, scrape_samples_scraped_9 
812, scrape_samples_scraped_10 
813, scrape_samples_scraped_11 
814, scrape_samples_scraped_12 
815, scrape_samples_scraped_13 
816, scrape_samples_scraped_14 
817, scrape_samples_scraped_15 
818, scrape_samples_scraped_16 
819, scrape_samples_scraped_17 
820, kube_service_info_0 
821, kube_service_info_1 
822, kube_service_info_2 
823, kube_service_info_3 
824, kube_service_info_4 
825, kube_service_info_5 
826, kube_service_info_6 
827, kube_service_info_7 
828, kube_service_info_8 
829, kube_service_info_9 
830, kube_service_info_10 
831, kube_service_info_11 
832, kube_service_info_12 
833, coredns_build_info_0 
834, coredns_build_info_1 
835, kafka_server_brokertopicmetrics_bytesrejectedpersec_count_0 
836, kafka_server_brokertopicmetrics_bytesrejectedpersec_count_1 
837, kafka_server_brokertopicmetrics_bytesrejectedpersec_count_2 
838, kafka_server_brokertopicmetrics_bytesrejectedpersec_count_3 
839, kube_node_status_allocatable_pods_0 
840, kube_node_status_allocatable_pods_1 
841, kube_node_status_allocatable_pods_2 
842, kube_node_status_allocatable_pods_3 
843, net_conntrack_dialer_conn_attempted_total_0 
844, net_conntrack_dialer_conn_attempted_total_1 
845, net_conntrack_dialer_conn_attempted_total_2 
846, net_conntrack_dialer_conn_attempted_total_3 
847, net_conntrack_dialer_conn_attempted_total_4 
848, net_conntrack_dialer_conn_attempted_total_5 
849, process_virtual_memory_max_bytes_0 
850, process_virtual_memory_max_bytes_1 
851, process_virtual_memory_max_bytes_2 
852, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_3_value_0 
853, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_3_value_1 
854, node_netstat_Udp_OutDatagrams_0 
855, node_netstat_Udp_OutDatagrams_1 
856, node_netstat_Udp_OutDatagrams_2 
857, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_32_value_0 
858, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_32_value_1 
859, coredns_dns_response_size_bytes_count_0 
860, coredns_dns_response_size_bytes_count_1 
861, java_lang_memorypool_committed_usage_g1_eden_space_0 
862, java_lang_memorypool_committed_usage_g1_eden_space_1 
863, java_lang_memorypool_committed_usage_g1_eden_space_2 
864, prometheus_tsdb_compaction_chunk_range_seconds_sum_0 
865, java_lang_threading_threadallocatedmemoryenabled_0 
866, java_lang_threading_threadallocatedmemoryenabled_1 
867, java_lang_threading_threadallocatedmemoryenabled_2 
868, prometheus_tsdb_head_gc_duration_seconds_0 
869, prometheus_tsdb_head_gc_duration_seconds_1 
870, prometheus_tsdb_head_gc_duration_seconds_2 
871, java_lang_threading_currentthreadcputime_0 
872, java_lang_threading_currentthreadcputime_1 
873, java_lang_threading_currentthreadcputime_2 
874, java_lang_memorypool_collectionusagethresholdexceeded_g1_eden_space_0 
875, java_lang_memorypool_collectionusagethresholdexceeded_g1_eden_space_1 
876, java_lang_memorypool_collectionusagethresholdexceeded_g1_eden_space_2 
877, kafka_server_delayedfetchmetrics_total_expirespersec_fetchertype_consumer_oneminuterate_0 
878, kafka_server_delayedfetchmetrics_total_expirespersec_fetchertype_consumer_oneminuterate_1 
879, kafka_server_delayedfetchmetrics_total_expirespersec_fetchertype_consumer_oneminuterate_2 
880, java_lang_memorypool_committed_peakusage_metaspace_0 
881, java_lang_memorypool_committed_peakusage_metaspace_1 
882, java_lang_memorypool_committed_peakusage_metaspace_2 
883, java_lang_memorypool_max_collectionusage_g1_survivor_space_0 
884, java_lang_memorypool_max_collectionusage_g1_survivor_space_1 
885, java_lang_memorypool_max_collectionusage_g1_survivor_space_2 
886, prometheus_treecache_zookeeper_failures_total_0 
887, kafka_brokers_0 
888, java_lang_garbagecollector_max_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_survivor_space_0 
889, java_lang_garbagecollector_max_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_survivor_space_1 
890, java_lang_garbagecollector_max_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_survivor_space_2 
891, kube_node_created_0 
892, kube_node_created_1 
893, kube_node_created_2 
894, kube_node_created_3 
895, prometheus_tsdb_tombstone_cleanup_seconds_count_0 
896, apiserver_storage_data_key_generation_latencies_microseconds_bucket_0 
897, apiserver_storage_data_key_generation_latencies_microseconds_bucket_1 
898, apiserver_storage_data_key_generation_latencies_microseconds_bucket_2 
899, apiserver_storage_data_key_generation_latencies_microseconds_bucket_3 
900, apiserver_storage_data_key_generation_latencies_microseconds_bucket_4 
901, apiserver_storage_data_key_generation_latencies_microseconds_bucket_5 
902, apiserver_storage_data_key_generation_latencies_microseconds_bucket_6 
903, apiserver_storage_data_key_generation_latencies_microseconds_bucket_7 
904, apiserver_storage_data_key_generation_latencies_microseconds_bucket_8 
905, apiserver_storage_data_key_generation_latencies_microseconds_bucket_9 
906, apiserver_storage_data_key_generation_latencies_microseconds_bucket_10 
907, apiserver_storage_data_key_generation_latencies_microseconds_bucket_11 
908, apiserver_storage_data_key_generation_latencies_microseconds_bucket_12 
